recnum,filial,pedido,fornecedor,nota_fiscal,modelo,serie,serie_nf,comprador,dt_emissao,dt_entrada,transacao,operacao,centro_custo,cnpj,inscricao,frete_pg,vr_produtos,vr_total,vr_frete,icmsfrete,ipifrete,vr_icmsfrete,vr_ipifrete,vr_descontos,vr_despesas,vr_encargos,vr_ipi,vr_baseicms,vr_icms,vr_basesubst,vr_icmsubst,vr_seguro,vr_embalagem,icmsembalagem,ipiembalagem,vr_icmsembal,vr_ipiembal,vr_descarga,vr_servico,vr_baseiss,vr_iss,fatura,itens,conta_caixa,banco,transportadora,conhecimento,dt_emissaof,dt_vencimentof,vr_fretef,vr_icmsf,vr_freteratear,vr_baseicmsf,vr_icmsfratear,cfop_fratear,vr_dinheiro,vr_prazo,vr_cheque,vr_chequepre,vr_cartao,vr_electron,vr_outros,vr_antecipado,sequencia,observacao,foto,impresso,fechado,compensar_chq,digitar_serial,status_fornec,status_transp,tmp_vrtotal,data_inc,data_alt,data_exc,hora_inc,hora_alt,hora_exc,usu_inc,usu_alt,usu_exc,maq_inc,maq_alt,maq_exc,envia_pocket,dtexportacao,xml_nfe,desc_condic,modelo_ctrc,serie_ctrc,chave_nfe,vr_pis_st,vr_cofins_st,chave_cte,tp_cte,vr_servico_ct,vr_desconto_ct,vr_outros_ct,vr_isento_ct,aliq_icms_ct,vr_pis,vr_cofins,cst_ct,vr_redicms_ct,id_cadcon,vr_recsubst,digita_lote,vr_deson,portador,situacao_doc,status_conferencia,id,regime_trib,recnum_2,filial_2,pedido_2,fornecedor_2,nota_fiscal_2,modelo_2,serie_2,item,sequencia_2,operacao_2,matricula,qtd_entrada,qtd_transferida,qtd_compra,und_compra,vr_base,vr_entrada,vr_desconto,vr_total_2,vr_custo,vr_custozero,markup,lucro,vr_venda,icms,ipi,substituicao,reducao,cst,dt_entrada_2,utiliza_serial,fechado_2,desp_ipi,desp_frete,desp_encargos,desp_subst,desp_ipifrete,desp_icmsfrete,desp_desconto,desp_embalagem,desp_icmsembal,desp_ipiembal,desp_iss,cfop,data_inc_2,data_alt_2,data_exc_2,hora_inc_2,hora_alt_2,hora_exc_2,usu_inc_2,usu_alt_2,usu_exc_2,maq_inc_2,maq_alt_2,maq_exc_2,envia_pocket_2,dtexportacao_2,cst_ipi,ipi_unidade,vr_baseipi,cst_pis,vr_basepis,vr_basecofins,aliq_pis,aliq_cofins,vr_pis_2,vr_cofins_2,icms_padrao_uf,vr_baseicms_2,vr_icms_2,vr_basesubst_2,vr_icmsseguro,vr_icmsfrete_2,desp_pis_st,desp_cofins_st,vr_reducaoicms,desc_condic_2,usa_baseicms,nat_bc_pis,xml_nfe_2,limite_desca,limite_descv,vr_minimoa,vr_minimov,desp_recsubst,al_cred_antec,vr_cred_antec,desp_deson,temp_qtentrega,ultimo_conferido,id_2,vr_custozeroa,lucroa,markupa,vr_vendaa,qtd_tributavel,adrem_icms,vricms_monofasico,qtd_tributavelretencao,adrem_icmsretencao,vricms_monoretencao,recnum_3,matricula_2,tipo,fornecedor_3,marca,grupo,cod_remarcacao,descricao,desc_fabrica,referencia,unidade,grade_padrao,codigo_fiscal,codigo_barra,status,peso,unidade_compra,ipi_compra,subst_compra,icms_compra,cst_compra,editar,aplicacao,observacao_2,imprime_codbar,imprime_etiq,imprime_tabela,desconto_ok,utiliza_balanca,suspensa,custo_adicional,foto_2,tmp_codbarra,cod_enq_ipi,data_inc_3,hora_inc_3,usu_inc_3,maq_inc_3,data_alt_3,hora_alt_3,usu_alt_3,maq_alt_3,envia_pocket_3,dtexportacao_3,sped_1400,tipo_item,codigo_ex_tipi,ipi_unid_compra,reducao_compra,validade,codigo_anp,composicao,ativ_cont_prev,compos_prod,pais_origem,largura,rendimento,imagens,al_tributos,ippt,codigo_fci,unidade_entrega,codigo_imp,desc_adicional,codigo_cest,mva_padrao,usa_lote,altura,comprimento,cta_contabil,calcula_fem,calcula_fcp,perc_glp,perc_gnimp,perc_gnnac,vr_partida,id_edicao,calcular_fcp_st,codigo_anvisa,motivo_isencao,ean_tributavel,qtd_embalagem
7500,1,6069,24,992424,55,,1,1,2024-10-16,2024-10-17,1,2,1,N, ,2,1805.59,86.9600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,992424,1039,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,1805.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,, ,S,S,N,N,N,N,1805.59,2017-10-31,0001-01-01,0001-01-01,07:00,15:20, ,999999,0,0,MIGRACAO, , ,S,2024-10-17 15:25:37.457,S,N, , ,32241031820699000160550010009924241193178589,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7230,0.00, ,0.0000,2,00,N,82c20d98-3a44-4ff5-8df4-50a6f34cf7d9,3,,,,,,,,1002,,,7485,40.0000,0.0000,40.0000,UN,2.174000,2.174000,0.000000,,2.1740,2.1740,47.1940,32.06,3.2000,0.00,0.00,0.0000,0.0000,060,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,2.1740,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,FAZENDINHA BV MORANGO RECH 140G, , ,UN, ,19053100,7896061300257,N,0.0000,UN,0.00,0.0000,0.00,060,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,0.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1705300,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"17/10/2024 15:20:45,",N, ,0, ,0.0000
17003,1,6069,24,992424,55,,1,1,2024-10-16,2024-10-17,1,2,1,N, ,2,1805.59,71.8200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,992424,1039,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,1805.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,S,S,N,N,N,N,1805.59,2023-02-10,0001-01-01,0001-01-01,07:35,15:21, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-17 15:25:37.505,S,N, , ,32241031820699000160550010009924241193178589,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7230,0.00, ,0.0000,2,00,N,5c419e2d-d0a4-4bc2-aba8-f4dcb69a222e,3,,,,,,,,1003,,,16982,6.0000,0.0000,6.0000,UN,11.970000,11.970000,0.000000,,11.9700,11.9700,41.1860,29.17,16.9000,0.00,0.00,0.0000,0.0000,060,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,11.9700,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,PANETONE VIVALE GOTAS DE CHOCOLATE 400G,PANETONE VIVALE GOTAS DE CHOCOLATE 400G,12340,UN,,19052010,7897173055240,N,0.0000,UN,0.00,0.0000,0.00,060,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,0.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,1705200,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"17/10/2024 15:21:15,",N, ,0, ,0.0000
17002,1,6069,24,992424,55,,1,1,2024-10-16,2024-10-17,1,2,1,N, ,2,1805.59,71.8200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,992424,1039,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,1805.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,,,S,S,N,N,N,N,1805.59,2023-02-10,0001-01-01,0001-01-01,07:35,15:21, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-17 15:25:37.549,S,N, , ,32241031820699000160550010009924241193178589,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7230,0.00, ,0.0000,2,00,N,a4f1c422-cba3-406d-b5cf-04bd75294f30,3,,,,,,,,1004,,,16981,6.0000,0.0000,6.0000,UN,11.970000,11.970000,0.000000,,11.9700,11.9700,41.1860,29.17,16.9000,0.00,0.00,0.0000,0.0000,060,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,11.9700,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,PANETONE VIVALE FRUTAS 400G,PANETONE VIVALE FRUTAS 400G,12339,UN,,19052010,7897173055370,N,0.0000,UN,0.00,0.0000,0.00,060,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,0.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,1705200,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"17/10/2024 15:21:21,",N, ,0, ,0.0000
5203,1,6069,24,992424,55,,1,1,2024-10-16,2024-10-17,1,2,1,N, ,2,1805.59,10.6800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,992424,1039,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,1805.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,, ,S,S,N,N,N,N,1805.59,2017-10-31,0001-01-01,0001-01-01,07:00,15:20, ,999999,0,0,MIGRACAO, , ,S,2024-10-17 15:25:38.863,S,N, , ,32241031820699000160550010009924241193178589,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7230,0.00, ,0.0000,2,00,N,3d910c6f-1547-4d67-8196-ee1d0ba137b2,3,,,,,,,,1036,,,5193,16.0000,0.0000,16.0000,UN,0.667500,0.667500,0.000000,,0.6675,0.6680,49.8120,33.20,1.0000,17.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,0.6680,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,PASTILHA ROLLY MINTY EXTRA FORTE, ,,UN, ,17049020,7896451907172,N,0.0000,UN,0.00,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"17/10/2024 15:20:56,",N, ,0, ,0.0000
5122,1,6069,24,992424,55,,1,1,2024-10-16,2024-10-17,1,2,1,N, ,2,1805.59,10.6800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,992424,1039,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,1805.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37,, ,S,S,N,N,N,N,1805.59,2017-10-31,0001-01-01,0001-01-01,07:00,15:20, ,999999,0,0,MIGRACAO, , ,S,2024-10-17 15:25:38.902,S,N, , ,32241031820699000160550010009924241193178589,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7230,0.00, ,0.0000,2,00,N,232708c8-65d4-4cd3-9879-2ccd9a1dd239,3,,,,,,,,1037,,,5112,16.0000,0.0000,16.0000,UN,0.667500,0.667500,0.000000,,0.6675,0.6680,49.8120,33.20,1.0000,17.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,0.6680,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,PASTILHA ROLLY MINTY HORTELA, ,,UN, ,17049020,7896451906342,N,0.0000,UN,0.00,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"17/10/2024 15:20:56,",N, ,0, ,0.0000
17266,1,6069,24,992424,55,,1,1,2024-10-16,2024-10-17,1,2,1,N, ,2,1805.59,39.8700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.16,2.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,992424,1039,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,1805.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38,,,S,S,N,N,N,N,1805.59,2023-04-20,0001-01-01,0001-01-01,14:49,15:20, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-17 15:25:38.945,S,N, , ,32241031820699000160550010009924241193178589,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7230,0.00, ,0.0000,2,00,N,09c333d5-e2f6-4c83-8f00-00bc8d33d46a,3,,,,,,,,1038,,,17245,50.0000,0.0000,50.0000,UN,0.797400,0.797400,0.000000,,0.7974,0.7970,150.8150,60.15,2.0000,25.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,0.7970,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,ESTALINHO FANTASMINHA C/20,ESTALINHO FANTASMINHA C/20,6942,UN,,95059000,7899776000061,N,0.0000,UN,0.00,0.0000,25.00,020,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,7.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"17/10/2024 15:20:56,",N, ,0, ,0.0000
307,1,6069,24,992424,55,,1,1,2024-10-16,2024-10-17,1,2,1,N, ,2,1805.59,27.2200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,992424,1039,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,1805.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,, ,S,S,N,N,N,N,1805.59,2017-10-31,0001-01-01,0001-01-01,07:00,15:20, ,999999,0,0,MIGRACAO, , ,S,2024-10-17 15:25:38.984,S,N, , ,32241031820699000160550010009924241193178589,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7230,0.00, ,0.0000,2,00,N,68b5264a-45d2-4c8b-b7ad-b5f52df50bad,3,,,,,,,,1039,,,306,20.0000,0.0000,20.0000,UN,1.361000,1.361000,0.000000,,1.3610,1.3610,46.9500,31.95,2.0000,0.00,0.00,0.0000,0.0000,460,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,1.3610,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,LAMINA WILKINSON INOX OS C/3UN, ,,UN, ,82122010,7891051015210,N,0.0000,UN,0.00,0.0000,0.00,460,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,0.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,2006400,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"17/10/2024 15:20:56,",N, ,0, ,0.0000
13167,1,6070,75,1491445,55,,1,1,2024-10-15,2024-10-18,1,2,1,N, ,2,2531.34,359.1900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.90,25.14,170.09,26.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1491445,1007,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,2557.92,0.00,0.00,0.00,0.00,0.00,0.00,1,, ,D,S,N,N,N,N,2531.34,2019-08-07,2023-06-30,0001-01-01,13:33,10:32, ,1,1,0,SERVIDOR,SRV-MERCBARBOSA, ,S,2024-11-01 10:36:14.800,S,N, , ,32241027275197000128550010014914451417622351,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7231,0.00, ,0.0000,2,00,N,d35de040-c5b8-4664-bc6a-fbc9ad4fe0c9,3,,,,,,,,1001,,,13178,40.0000,0.0000,40.0000,KG,8.979750,8.979750,0.000000,,9.0743,9.0740,42.1590,29.66,12.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,3.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,9.0740,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,COXA SOBRECOXA CONGELADA-IND-KIFRANGO,COXA SOBRECOXA CONGELADA-IND-KIFRANGO,0400391,KG, ,02071412,7898345772743,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , ,KG, , ,1708700,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"01/11/2024 10:32:02,",N, ,0, ,0.0000
8067,1,6070,75,1491445,55,,1,1,2024-10-15,2024-10-18,1,2,1,N, ,2,2531.34,557.4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,229.52,39.02,263.95,26.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1491445,1007,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,2557.92,0.00,0.00,0.00,0.00,0.00,0.00,2,, ,D,S,N,N,N,N,2531.34,2017-10-31,2023-04-17,0001-01-01,07:00,14:14, ,999999,1,0,MIGRACAO,SRV-MERCBARBOSA, ,S,2024-11-01 14:14:44.295,S,N, , ,32241027275197000128550010014914451417622351,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7231,0.00, ,0.0000,2,00,N,740fd45d-8253-47c2-bd82-086d751ffe4d,3,,,,,,,,1002,,,8048,60.0000,0.0000,60.0000,KG,9.290000,9.290000,0.000000,,9.3875,9.3880,37.4160,27.22,12.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,5.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,9.3880,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,0001,0,COXA SOBRECOXA CONGELADA KIFRANGO, , ,KG, ,02071412,7898345770213,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,S,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1708700,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"01/11/2024 14:14:44,",N, ,0, ,0.0000
5233,1,6070,75,1491445,55,,1,1,2024-10-15,2024-10-18,1,2,1,N, ,2,2531.34,224.2700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.35,15.70,106.20,26.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1491445,1007,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,2557.92,0.00,0.00,0.00,0.00,0.00,0.00,3,, ,D,S,N,N,N,N,2531.34,2017-10-31,2024-05-17,0001-01-01,07:00,10:32, ,999999,1,0,MIGRACAO,DESKTOP-VUTA7M7, ,S,2024-11-01 10:36:14.879,S,N, , ,32241027275197000128550010014914451417622351,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7231,0.00, ,0.0000,2,00,N,698ce931-d159-4cde-bb3b-d0917a05da67,3,,,,,,,,1003,,,5223,12.0000,0.0000,12.0000,UN,18.689170,18.689170,0.000000,,18.8850,18.8850,31.8500,24.16,24.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,2.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,18.8850,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,0001,0,FILE DE PEITO SEM PELE CF BANDEJA/KIFRANGO, , ,UN, ,02071422,7898345770855,N,0.0000,UN,0.00,15.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1708700,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"01/11/2024 10:32:02,",N, ,0, ,0.0000
8154,1,6070,75,1491445,55,,1,1,2024-10-15,2024-10-18,1,2,1,N, ,2,2531.34,581.3800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239.39,40.70,275.30,26.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1491445,1007,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,2557.92,0.00,0.00,0.00,0.00,0.00,0.00,4,, ,D,S,N,N,N,N,2531.34,2017-10-31,2023-10-25,0001-01-01,07:00,10:32, ,999999,1,0,MIGRACAO,DESKTOP-VUTA7M7, ,S,2024-11-01 10:36:14.960,S,N, , ,32241027275197000128550010014914451417622351,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7231,0.00, ,0.0000,2,00,N,08efd414-321c-45fe-aa57-445591151fa7,3,,,,,,,,1004,,,8135,60.0000,0.0000,60.0000,KG,9.689670,9.689670,0.000000,,9.7914,9.7910,41.9610,29.56,13.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,6.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,9.7910,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,0001,0,FRANGO CONG KIFRANGO, ,,KG, ,02071210,7898345770145,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,S,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1708700,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"01/11/2024 10:32:03,",N, ,0, ,0.0000
12227,1,6070,75,1491445,55,,1,1,2024-10-15,2024-10-18,1,2,1,N, ,2,2531.34,203.7000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.88,14.26,96.46,26.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1491445,1007,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,2557.92,0.00,0.00,0.00,0.00,0.00,0.00,5,, ,D,S,N,N,N,N,2531.34,2018-09-12,2019-10-31,0001-01-01,17:40,14:14, ,1,1,0,SERVIDOR,SERVIDOR, ,S,2024-11-01 14:14:28.248,S,N, , ,32241027275197000128550010014914451417622351,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7231,0.00, ,0.0000,2,00,N,6b86378c-a455-4909-9e18-59e6c80042ca,3,,,,,,,,1005,,,12238,15.0000,0.0000,15.0000,UN,13.580000,13.580000,0.000000,,13.7227,13.7230,45.0150,31.04,19.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,2.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,13.7230,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,LINGUICA CARNE DE FRANGO CONG 1KG KIFRANGO,LINGUICA CARNE DE FRANGO CONG-1KG -KIFRANGO,0750373,UN, ,16010000,7898345772620,N,0.0000,UN,0.00,15.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1707700,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"01/11/2024 14:14:28,",N, ,0, ,0.0000
